FID,BPID,Miles,STREET_NAM,FROM_ROAD,TO_ROAD,BLOCK,WARD,WIDTH__fee,Final_Rati,Rating_Cat,FC_Code,FC_Descrip,Date_Enter,Shape__Length
2046,SYR1044,0.0607677235484,Edgewood Ave,Fairfield,Hutchinson,200,13,26,7,Good,19,Local,2021/07/19 00:00:00+00,134.066325817975
2047,SYR1045,0.0897340728434,Edgewood Ave,Hutchinson,Lynch,300,13,26,6,Fair,19,Local,2021/07/19 00:00:00+00,197.968080814035
2048,SYR1048,0.163450019733,Edison St,Geddes,Liberty,200,2,0,8,Good,19,Local,2021/07/15 00:00:00+00,359.544673045766
2049,SYR105,0.146979762805,Arnold Ave.,Thurber,Holmes,100,19,26,6,Fair,19,Local,2021/07/22 00:00:00+00,324.275897938256
2050,SYR1050,0.255389443271,Edna Rd,Gary,Hayes,100200,14,27,6,Fair,19,Local,2021/07/19 00:00:00+00,561.151797054205
2051,SYR1051,0.146634167635,Edtim Rd,Village Dr.,Eastwood Rd.,100,4,32,7,Good,19,Local,2021/06/25 00:00:00+00,322.970653341487
2052,SYR1052,0.132487178344,"Edwards Ave.,N.",James,Tyson,100,5,29,7,Good,19,Local,2021/06/25 00:00:00+00,292.540062193961
2053,SYR1053,0.197402886156,"Edwards Ave.,N.",Tyson,Coughlin,200,4,29,7,Good,19,Local,2021/06/25 00:00:00+00,435.907635702069
2054,SYR1054,0.173655116926,"Edwards Ave.,N.",Coughlin,City Line,300,4,29,6,Fair,19,Local,2021/06/25 00:00:00+00,383.483831663654
2055,SYR1055,0.171135242894,"Edwards Ave.,S.",James,Northcliffe,100,5,24,6,Fair,19,Local,2021/06/17 00:00:00+00,377.869092156889
2056,SYR1056,0.157743278912,"Edwards Ave.,S.",Northcliffe,Glencove,200,5,24,6,Fair,19,Local,2021/06/17 00:00:00+00,348.288618445312
2057,SYR1057,0.15588610902,"Edwards Ave.,S.",Glencove,Sunnycrest,300,5,24,6,Fair,19,Local,2021/06/17 00:00:00+00,344.175426714619
2058,SYR1058,0.141321883135,"Edwards Ave.,S.",Sunnycrest,Caleb,400,5,24,6,Fair,19,Local,2021/06/17 00:00:00+00,312.008252519845
2059,SYR1059,0.107579389592,"Edwards Ave.,S.",Caleb,Burnet,500,5,31,6,Fair,19,Local,2021/06/17 00:00:00+00,237.504998660969
2060,SYR106,0.109866277906,Arnold Ave.,Holmes,Thayer,200,19,26,8,Good,19,Local,2021/07/22 00:00:00+00,242.387311535892
2061,SYR1060,0.12370817262,Eldorado St.,Teall,Hixson,100,5,27,6,Fair,19,Local,2021/06/25 00:00:00+00,272.160896891999
2062,SYR1061,0.0695963538889,Eldorado St.,Hixson,dead end,200,5,27,6,Fair,19,Local,2021/06/25 00:00:00+00,153.113232617582
2063,SYR1062,0.0944303659855,Elizabeth St,S. State,Garfield,100,19,27,4,Poor,19,Local,2021/07/23 00:00:00+00,207.632650709607
2064,SYR1063,0.0554069733982,Elizabeth St,Garfield,dead end,200,19,27,6,Fair,19,Local,1899/12/30 00:00:00+00,121.828775135793
2065,SYR1064,0.102348490103,Elk St,S. Salina,S. State,100,19,27,5,Poor,19,Local,2021/07/23 00:00:00+00,225.041624982642
2066,SYR1065,0.124285403692,Elk St,S. State,Dougall,200,19,27,5,Poor,19,Local,2021/07/23 00:00:00+00,273.259708709388
2067,SYR1066,0.0544728299635,Ellen St,Kenwood,dead end,100,1,0,6,Fair,19,Local,2021/07/13 00:00:00+00,120.098444003386
2068,SYR1067,0.0556379191537,Elliot St,Putnam,Dudley,100,11,28,7,Good,19,Local,2021/07/22 00:00:00+00,122.347253286677
2069,SYR1068,0.118125756266,Elliot St,Dudley,Bradley,200,11,28,4,Poor,19,Local,2021/07/22 00:00:00+00,259.755575387436
2070,SYR1069,0.101147481584,Elliot St,Bradley,Geddes,300,11,28,7,Good,19,Local,2021/07/22 00:00:00+00,222.481020386961
2071,SYR107,0.062623158416,Arnold Ave.,Thayer,Pine Grove,300,19,26,7,Good,19,Local,2021/07/22 00:00:00+00,138.147867103449
2072,SYR1070,0.143208053062,Elliot St,Geddes,Arthur,400,11,28,8,Good,19,Local,2021/07/19 00:00:00+00,314.914348927076
2073,SYR1071,0.0662340093979,Ellis St,E. Fayette,Lexington,300,17,28,7,Good,19,Local,2021/07/16 00:00:00+00,146.199847191169
2074,SYR1072,0.149961761994,Ellis St,Lexington,Genesee,400,17,28,7,Good,19,Local,2021/07/16 00:00:00+00,331.002449378887
2075,SYR1073,0.226438881723,Elm Street,Burnet,Hawley,300,6,30,6,Fair,19,Local,2021/06/23 00:00:00+00,499.871418692037
2076,SYR1074,0.175914652259,Elm Street,Hawley,Lincoln Pk. Dr.,400,6,30,7,Good,19,Local,2021/06/23 00:00:00+00,388.355651235828
2077,SYR1075,0.163400210996,Elm Street,Lincoln Pk. Dr.,Sedgwick,500,6,30,7,Good,19,Local,2021/06/23 00:00:00+00,360.322793524128
2078,SYR1076,0.11881388512,Elmhurst Ave E,Hatch,creek,100,19,27,4,Poor,19,Local,2021/07/16 00:00:00+00,261.210206876858
2079,SYR1077,0.0863991199944,Elmhurst Ave W,creek,Randall,100,13,27,5,Poor,19,Local,2021/07/19 00:00:00+00,189.946171154525
2080,SYR1078,0.0587675053458,Elmhurst Ave W,Randall,Bishop,200,13,27,6,Fair,19,Local,2021/07/19 00:00:00+00,129.198520463752
2081,SYR1079,0.0689321446566,Elmhurst Ave W,Bishop,South Av,300,13,27,5,Poor,19,Local,2021/07/19 00:00:00+00,151.544783619419
2082,SYR1080,0.21479260019,Elmwood Ave,Glenwood,Edgewood,100,13,24,6,Fair,19,Local,2021/07/19 00:00:00+00,472.536537640865
2083,SYR1081,0.0889660880439,Eloise Ter,Onondaga Ave,dead end,100,12,18,5,Poor,19,Local,2021/10/14 00:00:00+00,195.805028359331
2084,SYR1082,0.0811509069156,Elsner St,Schiller Park,Oak,100,4,28,6,Fair,19,Local,2021/06/17 00:00:00+00,178.547069245126
2085,SYR1083,0.0557869722985,Elsner St,Oak,Helen,200,4,28,6,Fair,19,Local,2021/06/17 00:00:00+00,122.742040864065
2086,SYR1084,0.0560846313462,Elsner St,Helen,Dewitt,200,4,28,5,Poor,19,Local,2021/06/17 00:00:00+00,123.398667145327
2087,SYR1085,0.0944019214103,Emerson Ave,Tompkins,Ulster,100,8,36,8,Good,19,Local,2021/06/02 00:00:00+00,208.21995386563
2088,SYR1086,0.0942839441414,Emerson Ave.,Ulster,Schuyler,200,7,36,8,Good,19,Local,2021/06/02 00:00:00+00,207.973974617624
2089,SYR1087,0.0754356434662,Emerson Ave.,Schuyler,Hamilton,300,7,36,8,Good,19,Local,2021/06/02 00:00:00+00,166.395020512492
2090,SYR1088,0.117324896938,Emerson Ave.,Hamilton,Genesee,400,7,36,8,Good,19,Local,2021/06/02 00:00:00+00,258.851635171805
2091,SYR1089,0.0870531102726,Emerson Ave.,Genesee,Erie St.,500,7,36,8,Good,19,Local,2021/06/10 00:00:00+00,192.131087231432
2092,SYR109,0.131680565511,Arnts Pl.,Grant Blvd.,Burdick,100,1,28,5,Poor,19,Local,2021/07/13 00:00:00+00,290.560399456924
2093,SYR1092,0.308591078577,Emerson Ave.,Harbor,Milton,800,7,36,6,Fair,19,Local,2021/10/14 00:00:00+00,680.170133925875
2094,SYR1093,0.231809070806,Emerson Ave.,Milton/Chemung,Erie Blvd.,900,7,36,6,Fair,19,Local,2021/06/10 00:00:00+00,510.432557449443
2095,SYR1094,0.0982644495271,Emerson Ave.,Erie Blvd,Kane Rd.,1000,7,30,5,Poor,19,Local,2021/06/10 00:00:00+00,216.77210205307
2096,SYR1096,0.0698313975017,Empire Ave,Atlantic,Ballantyne,100,13,25,9,Excellent,19,Local,2021/07/16 00:00:00+00,154.022897816019
2097,SYR1097,0.119788910783,Empire Ave,Ballantyne,Pacific,200,13,25,9,Excellent,19,Local,2021/07/16 00:00:00+00,264.205684506394
2098,SYR1098,0.115361624692,Enfield Pl,Edgemont,Hillsboro,100,17,26,6,Fair,19,Local,2021/07/19 00:00:00+00,254.161299778921
2099,SYR1099,0.189698641249,Englert Ave,Cadillac,Court,100,1,23,7,Good,19,Local,2021/07/13 00:00:00+00,418.16530599103
2100,SYR11,0.057933814687,Academy Place,Norman Av.,Crafton,400,13,28,9,Excellent,19,Local,2021/07/19 00:00:00+00,127.763888279313
2101,SYR110,0.0967800070593,Arsenal Dr.,Monticello,dead end,100,14,18,5,Poor,19,Local,1899/12/30 00:00:00+00,212.697122251775
2102,SYR1100,0.0443696332365,Englewood Ave,Valley Dr.,Smith,100,13,27,7,Good,19,Local,2021/07/19 00:00:00+00,97.5693781425067
2103,SYR1101,0.0644055431953,Englewood Ave,Smith,Mains,200,13,27,6,Fair,19,Local,2021/07/19 00:00:00+00,141.618736445346
2104,SYR1102,0.0756507259555,Englewood Ave,Ames,Barnes,400,13,27,6,Fair,19,Local,2021/07/19 00:00:00+00,166.350791831725
2105,SYR1103,0.128950347081,Erickson St.,Glencove,Sunnycrest,100,5,22,6,Fair,19,Local,2021/06/17 00:00:00+00,284.708135661806
2106,SYR1104,0.126993627673,Erickson St.,Sunnycrest,Burnet,200,5,26,6,Fair,19,Local,2021/06/17 00:00:00+00,280.370885435145
2107,SYR1105,0.0717260801063,Erie Blvd. E,Salina,Warren,0,9,56,4,Poor,19,Local,1899/12/30 00:00:00+00,157.76413477154
2108,SYR1106,0.0723928319506,Erie Blvd. E.,Warren,Montgomery,0,9,56,5,Poor,19,Local,1899/12/30 00:00:00+00,159.231080020245
2109,SYR1107,0.0989304998182,Erie Blvd. E.,Montgomery,State,300,9,55,7,Good,14,Principal Arterial,1899/12/30 00:00:00+00,217.602160233362
2110,SYR1108,0.0916754065171,Erie Blvd. E.,State,Townsend,400,9,0,8,Good,14,Principal Arterial,1899/12/30 00:00:00+00,201.643275872818
2111,SYR1109,0.0866240734017,Erie Blvd. E.,Townsend,McBride,500,9,0,8,Good,14,Principal Arterial,1899/12/30 00:00:00+00,190.532879485268
2112,SYR1110,0.0879981567896,Erie Blvd. E.,McBride,Almond,600,9,0,8,Good,14,Principal Arterial,2021/07/19 00:00:00+00,193.555518027081
2113,SYR1111,0.111422715659,Erie Blvd. E.,Almond,Forman,700,6,56,6,Fair,14,Principal Arterial,2021/07/16 00:00:00+00,245.078095238643
2114,SYR1112,0.174838866818,Erie Blvd. E.,Forman,S. Crouse,800900,6,56,6,Fair,14,Principal Arterial,2021/07/16 00:00:00+00,384.564597566234
2115,SYR1113,0.112539348543,Erie Blvd. E.,S. Crouse,University Ave,1000,6,56,6,Fair,14,Principal Arterial,2021/07/16 00:00:00+00,247.534525558302
2116,SYR1114,0.11212361513,Erie Blvd. E.,University Ave,Walnut,1100,6,56,6,Fair,14,Principal Arterial,2021/07/16 00:00:00+00,246.619961402295
2117,SYR1115,0.115465225211,Erie Blvd. E.,Walnut,Pine,1200,6,56,6,Fair,14,Principal Arterial,2021/07/16 00:00:00+00,253.97001649583
2118,SYR1116,0.108228580869,Erie Blvd. E.,Pine,Beech,1300,6,56,6,Fair,14,Principal Arterial,2021/07/16 00:00:00+00,238.067567049148
2119,SYR1117,0.224313295773,Erie Blvd. E.,Beech,Maple,1400,6,56,9,Excellent,14,Principal Arterial,2021/07/16 00:00:00+00,493.57293723619
2120,SYR112,0.0633069931262,Arthur St.,Rowland,Elliot,200,11,26,7,Good,19,Local,2021/07/19 00:00:00+00,139.709810501613
2121,SYR113,0.0705416334574,Arthur St.,Elliot,Onondaga,300,11,26,7,Good,19,Local,2021/07/19 00:00:00+00,155.673592716816
2122,SYR1130,0.0986172873651,Erie Blvd. W.,Clinton,Franklin,200,9,56,5,Poor,16,Minor Arterial,1899/12/30 00:00:00+00,216.913285038005
2123,SYR1131,0.179169588901,Erie Blvd. W.,Franklin,West  St.,300,9,56,6,Fair,14,Principal Arterial,2021/07/15 00:00:00+00,394.158249697025
2124,SYR1132,0.082941582749,Erie Blvd. W.,West  St.,Plum,400,2,56,6,Fair,14,Principal Arterial,2021/07/15 00:00:00+00,182.49203207873
2125,SYR1133,0.145246971102,Erie Blvd. W.,Plum,Leavenworth,500,2,54,6,Fair,14,Principal Arterial,2021/07/15 00:00:00+00,319.578580494332
2126,SYR1134,0.161372888924,Erie Blvd. W.,Leavenworth,Van Rennselaer,600,2,52,6,Fair,14,Principal Arterial,2021/07/15 00:00:00+00,355.054677267352
2127,SYR1135,0.236788690671,Erie Blvd. W.,Van Rennselaer,Geddes,700,2,36,5,Poor,14,Principal Arterial,2021/07/15 00:00:00+00,520.884876731234
2128,SYR1137,0.19496466664,Erie Blvd. W.,Wall,Liberty,900,2,56,6,Fair,14,Principal Arterial,2021/07/15 00:00:00+00,428.810511761781
2129,SYR1138,0.275407665401,Erie Blvd. W.,Genesee,Hiawatha Blvd.,0,2,36,6,Fair,16,Minor Arterial,2021/06/10 00:00:00+00,607.22753706831
2130,SYR1139,0.0746626310767,Erie Blvd. W.,Hiawatha Blvd.,Harbor/Fayette,1600,2,48,7,Good,16,Minor Arterial,2021/06/10 00:00:00+00,164.499163022603
2131,SYR114,0.0747654573043,Arthur St.,Onondaga,Bellevue,400,11,26,7,Good,19,Local,2021/07/19 00:00:00+00,164.991874526619
2132,SYR1140,0.598205728436,Erie Blvd. W.,Harbor/Fayette,Emerson,0,2,40,6,Fair,16,Minor Arterial,2021/06/10 00:00:00+00,1317.29038330658
2133,SYR1141,0.0973067723914,Erie Blvd. W.,Emerson,Willis,2000,7,40,4,Poor,16,Minor Arterial,2021/06/10 00:00:00+00,214.413657018311
2134,SYR1142,0.121459979901,Erie St,Emerson,Milton,100,7,27,8,Good,19,Local,2021/06/10 00:00:00+00,267.359315408025
2135,SYR1143,0.113521561757,Erie St,Milton,Willis,200,7,27,8,Good,19,Local,2021/06/10 00:00:00+00,249.887965797378
2136,SYR1144,0.113497190795,Erie St,Willis,Avery,300,7,27,9,Excellent,19,Local,2021/06/10 00:00:00+00,249.835109460996
2137,SYR1145,0.0665494878893,Erie St,Avery,dead end,400,7,27,8,Good,19,Local,2021/06/10 00:00:00+00,146.484275435868
2138,SYR1146,0.113761015033,Essex St.,Milton,Willis,100,7,30,8,Good,19,Local,2021/06/10 00:00:00+00,250.433829781345
2139,SYR1147,0.113445105168,Essex St.,Willis,Avery,200,7,30,8,Good,19,Local,2021/06/10 00:00:00+00,249.743388291852
2140,SYR1148,0.166141505062,Essex St.,Avery,City Line,300,7,30,8,Good,19,Local,2021/06/10 00:00:00+00,365.683541820882
2141,SYR1149,0.108917726315,Ethel Ave,Velasko Rd.,Dundee,100,11,20,8,Good,19,Local,2021/06/10 00:00:00+00,239.481190407284
2142,SYR115,0.0673858796373,Arthur St.,Bellevue,Grant,500,11,26,7,Good,19,Local,2021/07/19 00:00:00+00,148.704060984979
2143,SYR1152,0.0823066350718,Euclid Ave.,Comstock,Ostrom,200,16,39,9,Excellent,17,Collector,2021/07/20 00:00:00+00,180.99658405349
2144,SYR1153,0.0637505165448,Euclid Ave.,Ostrom,Livingston,300,16,39,9,Excellent,17,Collector,2021/07/20 00:00:00+00,140.190874703568
2145,SYR1154,0.0641352250041,Euclid Ave.,Livingston,Sumner,400,16,39,9,Excellent,17,Collector,2021/07/20 00:00:00+00,141.037524566612
2146,SYR1155,0.0639850570402,Euclid Ave.,Sumner,Ackerman,500,16,39,8,Good,17,Collector,2021/07/20 00:00:00+00,140.708251918632
2147,SYR1156,0.0621879641653,Euclid Ave.,Ackerman,Lancaster,600,16,39,9,Excellent,17,Collector,2021/07/20 00:00:00+00,136.756282699575
2148,SYR1157,0.146103035855,Euclid Ave.,Lancaster,Maryland,700,16,39,9,Excellent,17,Collector,2021/07/20 00:00:00+00,321.291035281958
2149,SYR1158,0.0688101042086,Euclid Ave.,Maryland,Wescott,800,16,39,9,Excellent,17,Collector,2021/07/20 00:00:00+00,151.319062146203
2150,SYR1159,0.103684487634,Euclid Ave.,Wescott,Strong,900,17,42,7,Good,17,Collector,2021/07/22 00:00:00+00,228.0103753865
2151,SYR116,0.0618249001677,Arthur St.,Grant,Laforte,600,11,26,8,Good,19,Local,2021/07/19 00:00:00+00,136.429682243223
2152,SYR1160,0.0889085074346,Euclid Ave.,Strong,Fellows,1000,17,42,7,Good,17,Collector,2021/07/22 00:00:00+00,195.517778259083
2153,SYR1161,0.0603666006708,Euclid Ave.,Fellows,Westmoreland,1100,17,42,7,Good,17,Collector,2021/07/22 00:00:00+00,132.751435509383
2154,SYR1162,0.059461296612,Euclid Ave.,Westmoreland,Cumberland,1200,17,36,7,Good,17,Collector,2021/07/22 00:00:00+00,130.760802695514
2155,SYR1163,0.0906742088044,Euclid Ave.,Cumberland,Houston,1300,17,36,7,Good,17,Collector,2021/07/22 00:00:00+00,199.422371253235
2156,SYR1164,0.111462184177,Euclid Ave.,Houston,Meadowbrook,1400,17,36,7,Good,17,Collector,2021/07/16 00:00:00+00,245.31042046588
2157,SYR1165,0.0663399273309,Euclid Ave.,Meadowbrook,Crawford,1500,17,34,6,Fair,18,Collector,2021/07/19 00:00:00+00,146.146686208552
2158,SYR1166,0.148308192702,Euclid Ave.,Crawford,Scott,1600,17,0,6,Fair,18,Collector,2021/07/19 00:00:00+00,326.457195406064
2159,SYR1167,0.110168258318,Euclid Ave.,Scott,Standish,1700,17,0,6,Fair,18,Collector,2021/07/19 00:00:00+00,242.278455661278
2160,SYR1168,0.0901787100104,Euclid Ave.,Standish,Shirley,1800,17,34,6,Fair,18,Collector,2021/07/19 00:00:00+00,198.729859269834
2161,SYR1169,0.0790420942522,Euclid Ave.,Shirley,Bradford,1900,17,0,6,Fair,18,Collector,2021/07/19 00:00:00+00,173.986879434003
2162,SYR117,0.0618860013681,Arthur St.,Laforte,Stolp,700,11,26,8,Good,19,Local,2021/07/19 00:00:00+00,136.563771598599
2163,SYR1170,0.0875842848489,Euclid Ave.,Bradford,Brookford,2000,17,34,6,Fair,18,Collector,2021/07/19 00:00:00+00,192.890088020396
2164,SYR1171,0.154479991466,Euclid Ave.,Brookford,Locksley,2100,17,34,6,Fair,18,Collector,2021/07/19 00:00:00+00,339.823074046174
2165,SYR1172,0.083754226287,Euclid Ave.,Locksley,Guilford,2200,17,34,6,Fair,18,Collector,2021/07/19 00:00:00+00,184.25297366151
2166,SYR1173,0.158854260766,Euclid Ave.,Guilford,Kimber,2300,17,34,6,Fair,18,Collector,2021/07/19 00:00:00+00,349.608681827917
2167,SYR1174,0.108724051083,Euclid Ter,Euclid,dead end,100,17,18,4,Poor,19,Local,2021/07/16 00:00:00+00,239.713555745586
2168,SYR1175,0.0763628311212,Eureka St,W. Genesee,Belden,100,2,25,6,Fair,19,Local,2021/07/15 00:00:00+00,168.497144325882
2169,SYR1176,0.0779112416622,Eureka St.,Belden,dead end,100,2,25,5,Poor,19,Local,2021/07/15 00:00:00+00,171.913704233177
2170,SYR1177,0.119275270607,Evaleen Ave,Ballantyne,Pacific,200,13,24,9,Excellent,19,Local,2021/07/16 00:00:00+00,263.075508700959
2171,SYR1178,0.0448883138367,Evans St,Leavenworth,Maltbie,100,2,0,8,Good,19,Local,2021/07/15 00:00:00+00,98.7583651104917
2172,SYR118,0.0731761691677,Ash St.,N. State/Rte.81,Prospect,100,3,30,5,Poor,19,Local,2021/07/22 00:00:00+00,161.113662599675
2173,SYR1180,0.0679589718468,Fabius St,Granger,West,100,8,26,5,Poor,19,Local,2021/07/23 00:00:00+00,149.47490885257
2174,SYR1181,0.0457850762498,Fabius St,#135 (Granger),creek,100,9,0,0,Not Rated,19,Local,2021/08/17 00:00:00+00,100.702900464889
2175,SYR1183,0.079234374037,Fabius St,Wyoming,Niagara,300,8,0,4,Poor,19,Local,2021/07/22 00:00:00+00,174.322006774145
2176,SYR1184,0.0886346804291,Fabius St,Niagara,Tioga,400,8,0,4,Poor,19,Local,2021/07/22 00:00:00+00,194.986816590356
2177,SYR1185,0.0904511763327,Fabius St,Tioga,Oswego,500,8,0,8,Good,19,Local,2021/07/22 00:00:00+00,198.930255297919
2178,SYR1186,0.175328431142,Fage Ave,Cannon,Midland,100,19,25,4,Poor,19,Local,2021/07/16 00:00:00+00,385.561443301294
2179,SYR1187,0.138626225698,Fairdale Ave,Wolcott,Velasko,100,11,27,7,Good,19,Local,2021/06/10 00:00:00+00,304.795731409489
2180,SYR1188,0.149868830239,Fairfield Ave,South,Edgewood,100,13,23,5,Poor,19,Local,2021/07/19 00:00:00+00,329.463762628023
2181,SYR1189,0.0532612498368,Fairfield Ave,Edgewood,Fletcher,200,13,23,6,Fair,19,Local,2021/07/19 00:00:00+00,117.107417345632
2182,SYR119,0.0724672242064,Ash St.,Prospect,Townsend,200,3,30,4,Poor,19,Local,2021/07/22 00:00:00+00,159.565145496062
2183,SYR1190,0.175094233111,Fairview Ave.,Burnet,Hawley,100,6,32,5,Poor,19,Local,2021/06/23 00:00:00+00,386.530778233033
2184,SYR1191,0.0561408763781,Farmer St,Oak,Helen,100,4,24,7,Good,19,Local,2021/06/17 00:00:00+00,123.512402320219
2185,SYR1192,0.0560926443842,Farmer St,Helen,Dewitt,200,4,24,6,Fair,19,Local,2021/06/17 00:00:00+00,123.407204092982
2186,SYR1193,0.183908464862,Farmer St,Dewitt,Sedgwick,300,4,24,5,Poor,19,Local,2021/06/17 00:00:00+00,404.60920853568
2187,SYR1194,0.0618983366797,"Farmer St.,W.",Oak,Whitwell,100,4,24,6,Fair,19,Local,2021/06/17 00:00:00+00,136.179402184958
2188,SYR1195,0.0578594356311,"Farmer St.,W.",Whitwell,Merz,200,4,24,4,Poor,19,Local,2021/06/17 00:00:00+00,127.292211198772
2189,SYR1196,0.177760359897,Fayette Blvd,Seeley Rd,Ball,100,17,25,5,Poor,19,Local,2021/07/16 00:00:00+00,390.988223852806
2190,SYR1197,0.129559875511,Fayette Blvd,Ball,Salisbury Pk.,200,17,25,6,Fair,19,Local,2021/07/16 00:00:00+00,284.970906050246
2191,SYR1198,0.0643728294647,Fayette Blvd,Salisbury Pk.,Melbourne,300,17,25,6,Fair,19,Local,2021/07/16 00:00:00+00,141.590159436944
2192,SYR1199,0.067300170525,Fayette Blvd,Melbourne,Audubon,400,17,30,6,Fair,19,Local,2021/07/16 00:00:00+00,148.030139904007
2193,SYR12,0.059462791308,Academy St.,Valley Dr.,McDougal Pl.,100,13,25,9,Excellent,19,Local,2021/07/19 00:00:00+00,130.695621807472
2194,SYR120,0.0676752213314,Ash St.,Townsend,McBride,300,3,30,4,Poor,19,Local,2021/07/22 00:00:00+00,149.013952401509
2195,SYR1200,0.0694685174996,Fayette Blvd,Audubon,Foxboro,500,17,21,6,Fair,19,Local,2021/07/16 00:00:00+00,152.79884062811
2196,SYR1201,0.0737482600213,"Fayette St., E.",S. Salina,S. Warren,100,9,38,8,Good,16,Minor Arterial,1899/12/30 00:00:00+00,162.206117075351
2197,SYR1202,0.0749715289533,"Fayette St., E.",S. Warren,Montgomery,200,9,36,9,Excellent,16,Minor Arterial,1899/12/30 00:00:00+00,164.896679872528
2198,SYR1203,0.0941679378411,"Fayette St., E.",Montgomery,State,300,15,36,8,Good,16,Minor Arterial,1899/12/30 00:00:00+00,207.118577515693
2199,SYR1204,0.0915138987918,"Fayette St., E.",State,Townsend,400,15,34,9,Excellent,16,Minor Arterial,1899/12/30 00:00:00+00,201.280830376449
2200,SYR1205,0.0868714013725,"Fayette St., E.",Townsend,McBride,500,15,36,7,Good,16,Minor Arterial,1899/12/30 00:00:00+00,191.070028158474
2201,SYR1206,0.0876789259064,"Fayette St., E.",McBride,Almond,600,15,36,7,Good,16,Minor Arterial,1899/12/30 00:00:00+00,192.846116181678
2202,SYR1207,0.112886421365,"Fayette St., E.",Almond,Forman,700,15,36,4,Poor,17,Collector,2021/07/16 00:00:00+00,248.288872583002
2203,SYR1208,0.112073734198,"Fayette St., E.",Forman,Irving,800,15,36,4,Poor,17,Collector,2021/07/16 00:00:00+00,246.501236908962
2204,SYR1209,0.0606878338642,"Fayette St., E.",Irving,Crouse,900,15,36,9,Excellent,17,Collector,2021/07/16 00:00:00+00,133.480157575542
2205,SYR121,0.0652296356739,Ash St.,McBride,Lodi,400,3,30,5,Poor,19,Local,1899/12/30 00:00:00+00,143.62686587483
2206,SYR1210,0.113122279441,"Fayette St., E.",Crouse,University,1000,15,36,5,Poor,17,Collector,2021/07/16 00:00:00+00,248.807429139321
2207,SYR1211,0.112231035439,"Fayette St., E.",University,Walnut,1100,15,36,5,Poor,17,Collector,2021/07/16 00:00:00+00,246.847316830729
2208,SYR1212,0.116219853502,"Fayette St., E.",Walnut,Pine,1200,16,36,5,Poor,17,Collector,2021/07/16 00:00:00+00,255.620516011038
2209,SYR1213,0.106307895855,"Fayette St., E.",Pine,Beech,1300,16,36,5,Poor,17,Collector,2021/07/16 00:00:00+00,233.819667783151
2210,SYR1214,0.106044295585,"Fayette St., E.",Beech,Maple,1400,16,36,9,Excellent,17,Collector,2021/07/16 00:00:00+00,233.239741898217
2211,SYR1215,0.106505967625,"Fayette St., E.",Maple,Cherry,1500,16,36,9,Excellent,17,Collector,2021/07/16 00:00:00+00,234.255230916553
2212,SYR1216,0.107108748636,"Fayette St., E.",Cherry,Columbus,1600,17,36,9,Excellent,17,Collector,2021/07/16 00:00:00+00,235.580954338329
2213,SYR1217,0.0713276516701,"Fayette St., E.",Columbus,Wescott,1700,17,36,6,Fair,17,Collector,2021/07/16 00:00:00+00,156.882016719637
2214,SYR1218,0.143504377668,"Fayette St., E.",Wescott,Allen,1800,17,36,7,Good,17,Collector,2021/07/16 00:00:00+00,315.63150768237
2215,SYR1219,0.119413108444,"Fayette St., E.",Allen,Westmoreland,1900,17,36,5,Poor,17,Collector,2021/07/16 00:00:00+00,262.643902256937
2216,SYR122,0.0464792595966,Ash St.,Lodi,Josephine,500,3,32,7,Good,19,Local,2021/07/15 00:00:00+00,102.498540177317
2217,SYR1220,0.0536075892739,"Fayette St., E.",Westmoreland,Ellis,2000,17,36,6,Fair,17,Collector,2021/07/16 00:00:00+00,117.907592040352
2218,SYR1221,0.0525391224794,"Fayette St., E.",Ellis,Croly,2100,17,36,7,Good,17,Collector,2021/07/16 00:00:00+00,115.55736154025
2219,SYR1222,0.0534885163458,"Fayette St., E.",Croly,Bruce,2200,17,36,8,Good,17,Collector,2021/07/16 00:00:00+00,117.647066163102
2220,SYR1223,0.0526141661215,"Fayette St., E.",Bruce,Fenway,2300,17,36,8,Good,17,Collector,2021/07/16 00:00:00+00,115.72461129002
2221,SYR1224,0.0598633375464,"Fayette St., E.",Fenway,Genesee Pk Dr,2400,17,36,7,Good,17,Collector,2021/07/16 00:00:00+00,131.669250859251
2222,SYR1225,0.0592272629293,"Fayette St., E.",Genesee Pk Dr,Beattie,2500,17,36,8,Good,17,Collector,2021/07/16 00:00:00+00,130.269832552014
2223,SYR1226,0.16234462666,"Fayette St., E.",Beattie,Candee,2600,17,36,8,Good,17,Collector,2021/07/16 00:00:00+00,357.074408864672
2224,SYR1227,0.0683640018979,"Fayette St., E.",Candee,Seeley,2700,17,36,8,Good,17,Collector,2021/07/16 00:00:00+00,150.366735529919
2225,SYR1228,0.0683780282286,"Fayette St., W.",S. Salina,S. Clinton,100,9,37,6,Fair,16,Minor Arterial,1899/12/30 00:00:00+00,150.394421862031
2226,SYR1229,0.0991002260162,"Fayette St., W.",S. Clinton,Franklin,200,9,37,8,Good,16,Minor Arterial,2021/07/19 00:00:00+00,217.966494518109
2227,SYR123,0.0489363551807,Ash St.,Josephine,Peters,600,3,32,7,Good,19,Local,2021/07/15 00:00:00+00,107.955156733915
2228,SYR1230,0.171464611932,"Fayette St., W.",Franklin,West,300,8,37,8,Good,16,Minor Arterial,2021/07/19 00:00:00+00,377.130033136115
