FID,OBJECTID,BPID,Road_Class,FC,Miles,Rating_202,Rating_Cat,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Feet,Shape__Len,Shape__Length
355,354,SYR1370,2,16,0.0853021288005,7,Good,"Geddes St., S.",Gordon,Crossett,1900,11,36,450.395240067,188.228912386,188.228912395737
356,355,SYR1371,2,16,0.149506580855,7,Good,"Geddes St., S.",Crossett,Twin Hills,2000,12,36,789.394746914,329.894506806,329.894506789928
357,356,SYR1372,2,16,0.287291979227,5,Poor,"Geddes St., S.",Twin Hills,Arden,2100,12,36,1516.90165032,633.876740446,633.876740459971
358,357,SYR1373,2,16,0.146117940538,7,Good,"Geddes St., S.",Arden,Glenwood,2200,12,36,771.502726038,322.363073302,322.363073300107
359,358,SYR1374,2,19,0.0625609834558,5,Poor,Genant Dr.,Franklin,Clinton,100,2,21,330.321992647,137.727200074,137.727200072115
360,359,SYR1375,2,19,0.233701792718,5,Poor,Genant Dr.,Clinton,Division,200,2,21,1233.94546555,515.441833186,515.441833183222
361,360,SYR1376,2,16,0.119918253033,5,Poor,Genant Dr.,Division,Spencer,300,2,21,633.168376013,264.471022032,264.471022029018
362,361,SYR1378,2,16,0.168325564591,5,Poor,Genant Dr.,Kirkpatrick,Court,500,2,21,888.758981042,371.23914428,371.239144274651
363,362,SYR1379,20,16,0.213978752007,4,Poor,Genant Dr.,Court,Bear,600,2,21,1129.8078106,471.259894005,471.259894004477
364,363,SYR1380,2,19,0.160145267104,6,Fair,Genesee Park Dr,Dakin,E. Fayette,100,17,27,845.567010308,353.501434691,353.501434678461
365,364,SYR1381,2,19,0.208169523431,6,Fair,Genesee Park Dr,E. Fayette,Salt Springs Rd.,200,17,27,1099.13508372,459.490345756,459.490345768339
366,365,SYR1383,2,19,0.0876620666612,6,Fair,Genesee Pkwy,Albert Rd.,Deforest,200,17,25,462.855711971,192.802834595,192.802834590543
367,366,SYR1384,2,19,0.069860740904,6,Fair,Genesee Pkwy,Deforest,Carlton,300,17,25,368.864711973,153.661468492,153.661468501597
368,367,SYR1385,2,19,0.22937002256,5,Poor,Genesee Pkwy,Carlton,Gifford Pkwy,400,17,25,1211.07371911,504.64175935,504.641759343849
369,2001,SYR2983,2,16,0.0543585977306,7,Good,Salt Springs Rd.,Bruce,Fenway,200,17,25,287.013396018,119.575322851,119.57532284972
370,368,SYR1388,20,16,0.0934000041587,8,Good,"Genesee St., E.",Townsend,McBride,500,15,42,493.152021958,205.548576535,205.54857653558
371,369,SYR1389,20,16,0.0701355856106,8,Good,"Genesee St., E.",McBride,Almond,600,15,42,370.315892024,154.263420109,154.263420112893
372,370,SYR1391,20,14,0.44081483396,7,Good,"Genesee St., E.",Forman,Irving,800,15,62,2327.50232331,969.771007967,969.771007964917
373,371,SYR1392,20,14,0.0605538951014,7,Good,"Genesee St., E.",Irving,Crouse,900,15,56,319.724566135,133.188871305,133.188871299836
374,372,SYR1393,20,14,0.112843614625,7,Good,"Genesee St., E.",Crouse,University,1000,15,42,595.814285217,248.188340965,248.188340966968
375,373,SYR1394,20,14,0.1128026487,6,Fair,"Genesee St., E.",University,Walnut,1100,16,42,595.597985135,248.098538508,248.098538509382
376,374,SYR1395,20,14,0.0659607908438,6,Fair,"Genesee St., E.",Walnut,Comstock,1200,16,42,348.272975655,145.074479466,145.074479466269
377,375,SYR1396,20,14,0.0503793550385,6,Fair,"Genesee St., E.",Comstock,Pine,1300,16,42,266.002994603,110.80476265,110.80476265578
378,376,SYR1397,20,14,0.106520474506,6,Fair,"Genesee St., E.",Pine,Beech,1400,16,42,562.428105394,234.281997268,234.281997254769
379,377,SYR1398,20,14,0.107425663717,6,Fair,"Genesee St., E.",Beech,Maple,1500,16,42,567.207504426,236.273019052,236.273019063104
380,378,SYR14,2,19,0.121485929505,5,Poor,Ackerman Ave.,Clarendon,Euclid,700,16,27,641.445707787,268.113489473,268.113489480248
381,379,SYR140,2,19,0.0588180384489,7,Good,Audubon Pkwy,Hazelwood,Mountainview,400,17,30,310.55924301,129.838186341,129.838186341062
382,380,SYR1400,20,14,0.0543960505828,9,Excellent,"Genesee St., E.",Cherry,Bassett,1700,17,42,287.211147077,119.720535664,119.720535659877
383,381,SYR1401,20,14,0.0750880464397,8,Good,"Genesee St., E.",Bassett,Columbus,1800,17,42,396.464885202,165.291601352,165.291601358868
384,382,SYR1402,20,14,0.0854043100314,8,Good,"Genesee St., E.",Columbus,Wescott,1900,17,40,450.934756966,187.943466805,187.943466801339
385,383,SYR1403,20,14,0.078809918434,8,Good,"Genesee St., E.",Wescott,Cambridge,2000,17,40,416.116369332,173.331114264,173.331114256923
386,384,SYR1404,20,14,0.0623832852166,8,Good,"Genesee St., E.",Cambridge,Allen,2100,17,40,329.383745944,137.203518425,137.203518430265
387,385,SYR1405,20,14,0.0588038614094,7,Good,"Genesee St., E.",Allen,Fellows,2200,17,40,310.484388242,129.337662499,129.337662498816
388,386,SYR1406,20,14,0.0628598721348,8,Good,"Genesee St., E.",Fellows,Westmoreland,2300,17,40,331.900124872,138.269033599,138.269033604278
389,387,SYR1407,20,14,0.0580147037295,7,Good,"Genesee St., E.",Westmoreland,Cumberland,2400,17,40,306.317635692,127.613573282,127.613573281518
390,388,SYR1408,20,14,0.0745646084215,8,Good,"Genesee St., E.",Cumberland,Salt Springs Rd.,2500,17,40,393.701132466,164.051483512,164.051483507282
391,389,SYR1409,20,14,0.194014614988,7,Good,"Genesee St., E.",Salt Springs Rd.,Scott,2600,17,35,1024.39716713,426.98378334,426.983783342154
392,390,SYR141,2,19,0.111263375232,5,Poor,Audubon Pkwy,Mountainview,Fayette Blvd.,500,17,30,587.470621227,245.604477763,245.604477757513
393,391,SYR1410,20,14,0.0680253283173,7,Good,"Genesee St., E.",Scott,Ferris,2700,17,35,359.173733515,149.686329998,149.686329997282
394,392,SYR1411,20,14,0.109180829612,7,Good,"Genesee St., E.",Ferris,East Av.,2800,17,40,576.474780352,240.274913809,240.274913811384
395,393,SYR1412,20,14,0.228931894319,9,Excellent,"Genesee St., E.",East Av.,Hurlburt,2900,17,40,1208.760402,503.544348233,503.544348240424
396,394,SYR1413,20,14,0.201311185943,8,Good,"Genesee St., E.",Hurlburt,x-over,3000,17,40,1062.92306178,442.755052901,442.755052894554
397,395,SYR1414,20,14,0.184068189983,8,Good,"Genesee St., E.",x-over,Meadowbrook,3000,17,40,971.880043108,404.816965024,404.816965026522
398,396,SYR1415,20,14,0.067584490008,5,Poor,"Genesee St., E.",Meadowbrook,Albert Rd.,3400,17,40,356.846107242,148.658160415,148.658160413466
399,397,SYR1416,20,14,0.089359893352,5,Poor,"Genesee St., E.",Albert Rd.,Deforest,3500,17,40,471.820236898,196.566312993,196.566312992907
400,398,SYR1417,20,14,0.231441495207,5,Poor,"Genesee St., E.",Deforest,Hillsboro Pkwy,3600,17,40,1222.01109469,509.153194125,509.153194120201
401,399,SYR1419,20,14,0.3575285115,5,Poor,"Genesee St., E.",Dewitt Rd.,Dewitt Rd.,3800,17,40,1887.75054072,787.211348802,787.211348807562
402,400,SYR142,2,19,0.203168940653,6,Fair,Audubon Pkwy,Fayette Blvd.,Salt Springs Rd.,600,17,46,1072.73200665,448.332431541,448.332431552977
403,401,SYR1420,20,14,0.0610312181603,7,Good,"Genesee St., E.",Dewitt Rd.,City Line,3900,17,40,322.244831887,134.372475545,134.372475543006
404,402,SYR1421,20,14,0.0894190068188,5,Poor,"Genesee St., W.",Clinton,Franklin,200,9,42,472.132356003,196.8597068,196.8597068077
405,403,SYR1423,20,14,0.119409781964,8,Good,"Genesee St., W.",Wallace,West St.,400,2,40,630.483648771,262.829684772,262.829684771339
406,404,SYR1424,20,14,0.067996303527,5,Poor,"Genesee St., W.",West St.,Plum,500,2,48,359.020482622,149.572073644,149.572073642063
407,405,SYR1425,20,14,0.152713741565,6,Fair,"Genesee St., W.",Plum,Leavenworth,600,2,50,806.328555464,335.913515739,335.913515742932
408,406,SYR1426,20,14,0.15177152476,5,Poor,"Genesee St., W.",Leavenworth,Van Rennselaer,700,2,56,801.353650732,333.840773863,333.840773861745
409,407,SYR1427,20,14,0.0841669386765,6,Fair,"Genesee St., W.",Van Rennselaer,Sand,800,2,56,444.401436212,185.136339181,185.136339186303
410,408,SYR1428,20,14,0.143310868007,6,Fair,"Genesee St., W.",Sand,Geddes,900,2,56,756.681383074,315.232240515,315.232240509409
411,409,SYR1429,20,14,0.162330775707,6,Fair,"Genesee St., W.",Geddes,Liberty,1000,2,58,857.106495733,357.069112705,357.069112707314
412,410,SYR143,2,19,0.306146731862,9,Excellent,Austin Ave.,Bellevue,Glenwood,100,11,0,1616.45474423,675.554176333,675.554176329453
413,411,SYR1430,20,14,0.0834419155407,5,Poor,"Genesee St., W.",Liberty,Eureka,1100,2,51,440.573314055,183.579979075,183.579979071955
414,412,SYR1432,20,14,0.0667955478706,6,Fair,"Genesee St., W.",Dewey,State Fair Blvd.,1300,2,51,352.680492757,146.957776049,146.957776045665
415,413,SYR1433,20,14,0.103833855743,7,Good,"Genesee St., W.",State Fair Blvd.,Erie Blvd,1400,2,51,548.242758322,228.444260096,228.444260094825
416,414,SYR1435,20,14,0.0859606028404,6,Fair,"Genesee St., W.",Emerson,Milton,1600,7,40,453.871982997,189.213956585,189.213956582916
417,415,SYR1436,20,14,0.11292419034,6,Fair,"Genesee St., W.",Milton,Willis,1700,7,40,596.239724994,248.570912118,248.570912122735
418,416,SYR1437,20,14,0.113957907228,6,Fair,"Genesee St., W.",Willis,Avery,1800,7,40,601.697750162,250.843261169,250.843261169013
419,417,SYR1438,20,14,0.140564143701,6,Fair,"Genesee St., W.",Avery,City Line,1900,7,40,742.17867874,309.491383539,309.491383541825
420,418,SYR1439,2,19,0.0576719975409,6,Fair,George St.,Paul,Mildred,100,4,26,304.508147016,127.220936094,127.220936094908
421,419,SYR1440,2,19,0.0661509657365,6,Fair,George St.,Mildred,Grant Blvd,200,4,26,349.277099089,145.93100563,145.931005631039
422,420,SYR1442,2,19,0.130117808634,9,Excellent,Gere Ave,West End Dr.,Willis,200,7,19,687.02202959,286.701728875,286.701728865138
423,421,SYR1443,2,19,0.136215264869,5,Poor,Gertrude St,Howard,Lodi,100,6,27,719.216598507,299.975581387,299.975581382916
424,422,SYR1444,2,19,0.0645893478358,6,Fair,Gertrude St,Lodi,Fountain,200,6,27,341.031756573,142.23319605,142.233196055462
425,423,SYR1445,2,19,0.154221128012,7,Good,Gertrude St,Fountain,Oak,300,6,27,814.287555901,339.622312493,339.622312504472
426,424,SYR1446,2,19,0.0774097837944,5,Poor,Gifford Pkwy,Demong,Claire Rd.,100,17,36,408.723658434,170.757963433,170.757963431837
427,425,SYR1447,2,19,0.0918729875175,6,Fair,Gifford Pkwy,Claire Rd.,Genesee St.,200,17,36,485.089374092,202.577395205,202.577395194338
428,426,SYR1448,2,16,0.145497844357,5,Poor,Gifford St,S. Clinton,Granger,100,8,30,768.228618204,319.994599503,319.994599497072
429,427,SYR1449,2,16,0.087337541287,5,Poor,Gifford St,Granger,West,200,8,30,461.142217995,192.081445267,192.081445282312
430,428,SYR1450,2,19,0.115178914361,9,Excellent,Gifford St,West,Niagara,300,8,30,608.144667827,253.313198616,253.313198618922
431,429,SYR1451,2,19,0.182203368132,9,Excellent,Gifford St,Niagara,Oswego,400,8,30,962.033783736,400.71815714,400.718157135559
432,430,SYR1452,2,19,0.180443484459,5,Poor,Gifford St,Oswego,Ontario,500,8,30,952.741597942,396.84571277,396.845712765475
433,431,SYR1453,2,19,0.186277625499,8,Good,Gifford St,Ontario,Geddes,600,8,30,983.545862637,409.676009883,409.676009882237
434,432,SYR1454,2,19,0.14437998284,7,Good,Gilbert Ave,John,Curtis,100,3,26,762.326309394,317.925538339,317.925538329713
435,433,SYR1456,2,19,0.122546608827,7,Good,Gilbert St,Stedman,LeMoyne,100,1,0,647.046094604,270.121283539,270.12128353526
436,434,SYR1457,2,19,0.11027862044,8,Good,Giminski,Pulaski,Spencer,100,2,30,582.271115922,243.352857207,243.352857205546
437,435,SYR1458,2,19,0.0485227192802,10,Excellent,Girard Ave,Atlantic,Ballantyne,100,13,26,256.199957799,107.026335803,107.026335796181
438,436,SYR1459,2,19,0.118719893659,10,Excellent,Girard Ave,Ballantyne,Pacific,200,13,26,626.841038522,261.847601894,261.847601892048
439,437,SYR1460,2,19,0.0997891017073,6,Fair,Glahn Ave,W. Beard,Colvin,100,19,25,526.886457015,220.141922594,220.141922596709
440,438,SYR1461,2,19,0.0386446602044,6,Fair,Glass Ter,Garfield Ave.,dead end,100,19,24,204.043805879,84.9729133813,84.9729133838673
441,439,SYR1462,2,19,0.0666805089274,7,Good,Glen Ave E,S. Salina,Randolph,100,14,25,352.073087137,146.559260081,146.559260086484
442,440,SYR1463,2,19,0.0808147198952,7,Good,Glen Ave E,Randolph,Otto,200,14,25,426.701721046,177.626225218,177.626225211995
443,441,SYR1464,2,19,0.117850181188,7,Good,Glen Ave E,Otto,Monticello N.,300,14,25,419.054817085,259.030061021,259.030061026345
444,442,SYR1465,2,19,0.286145191327,5,Poor,Glen Ave E,Filmore,Brighton,500,14,31,1510.84661021,629.476906148,629.476906155129
445,443,SYR1466,2,19,0.143990492116,6,Fair,Glen Ave W,S. Salina,Ferndale,100,14,24,760.269798373,316.482467219,316.482467222973
446,444,SYR1467,2,19,0.0693055395874,6,Fair,Glencove Rd,Hickock,Stafford,100,5,29,365.933249021,152.475057653,152.475057654612
447,445,SYR1468,2,19,0.0727147761848,7,Good,Glencove Rd,Stafford,Forest Hill,200,5,29,383.934018256,159.975074393,159.975074389488
448,446,SYR1469,2,19,0.0627277965113,7,Good,Glencove Rd.,Forest Hill,Woodbine,300,5,29,331.20276558,138.004292066,138.004292075104
449,447,SYR1470,2,19,0.0626497726811,7,Good,Glencove Rd.,Woodbine,Hillsdale,400,5,29,330.790799756,137.833104345,137.833104341634
450,448,SYR1472,2,19,0.0630157517675,6,Fair,Glencove Rd.,Collingwood,S. Edwards,600,5,29,332.723169333,138.638804934,138.638804935468
451,449,SYR1473,2,19,0.0628194843997,7,Good,Glencove Rd.,S. Edwards,S. Midler,700,5,29,331.686877631,138.207361875,138.207361869037
452,450,SYR1474,2,19,0.0601986673724,6,Fair,Glencove Rd.,S. Midler,Nichols,800,5,29,317.848963726,132.440179158,132.440179161756
453,451,SYR1476,2,19,0.0845133523633,7,Good,Glencove Rd.,Moseley,Plymouth,1000,5,29,446.230500478,185.987400596,185.987400598997
454,452,SYR1477,2,19,0.123910969858,7,Good,Glencove Rd.,Plymouth,Culver,1100,5,29,654.249920852,272.684533723,272.68453372026
455,453,SYR1478,2,19,0.197229067488,7,Good,Glencove Rd.,Culver,Ridgewood,1200,5,29,1041.36947634,434.25829891,434.258298908786
456,454,SYR1479,2,19,0.0635145492174,7,Good,Glencove Rd.,Ridgewood,Cloveridge,1300,5,29,335.356819868,139.738651056,139.738651061444
457,455,SYR1480,2,19,0.0620751334961,7,Good,Glencove Rd.,Cloveridge,Burns,1400,5,29,327.756704859,136.570145196,136.570145187747
458,456,SYR1481,2,19,0.0624570959062,8,Good,Glencove Rd.,Burns,Boston,1500,5,29,329.773466385,137.410944752,137.410944756606
459,457,SYR1482,2,19,0.0623386898848,7,Good,Glencove Rd.,Boston,Conklin,1600,5,29,329.148282592,137.150461088,137.150461085586
460,458,SYR1484,2,16,0.143966375201,6,Fair,Glenwood Ave.,Craddock,Summit,200,13,36,760.142461059,316.541456089,316.54145609336
461,459,SYR1485,2,16,0.0632475110351,6,Fair,Glenwood Ave.,Summit,Arlington,300,13,27,333.946858265,139.047126721,139.047126719117
462,460,SYR1486,2,16,0.061607353201,6,Fair,Glenwood Ave.,Arlington,Columbia,400,13,36,325.286824901,135.443420552,135.443420550735
463,461,SYR1487,2,16,0.0617046093291,6,Fair,Glenwood Ave.,Columbia,Wellesley,500,13,36,325.800337258,135.657751296,135.657751295486
464,462,SYR1488,2,16,0.0730160466712,6,Fair,Glenwood Ave.,Wellesley,Robineau,600,13,36,385.524726424,160.52578505,160.52578505107
465,463,SYR1489,2,16,0.0629302379511,6,Fair,Glenwood Ave.,Robineau,Stinard,700,13,36,332.271656382,138.350232761,138.35023276468
466,464,SYR1490,2,16,0.108582559076,7,Good,Glenwood Ave.,Stinard,Geddes,800,13,36,573.31591192,238.716597607,238.716597603672
467,465,SYR1491,2,17,0.0799756808343,7,Good,Glenwood Ave.,Geddes,McDonald Rd.,900,13,36,422.271594805,175.823842029,175.82384202709
468,466,SYR1492,2,17,0.231875075198,6,Fair,Glenwood Ave.,McDonald Rd.,Calvin,1000,13,25,1224.30039705,510.874594594,510.874594590258
469,467,SYR1493,2,17,0.256010355459,9,Excellent,Glenwood Ave.,Calvin,Reed,1100,11,25,1351.73467682,564.464214056,564.464214073089
470,468,SYR1494,2,17,0.106796559383,9,Excellent,Glenwood Ave.,Reed,Wolcott,1200,11,25,563.885833543,234.869319293,234.869319304832
471,469,SYR1495,2,17,0.161277105883,9,Excellent,Glenwood Ave.,Wolcott,Velasko,1300,11,25,851.543119064,354.830423347,354.830423339203
472,470,SYR1496,2,17,0.084427939575,9,Excellent,Glenwood Ave.,Velasko,Dundee,1400,11,25,445.779520956,185.751118062,185.751118057662
473,471,SYR1497,2,17,0.0730634211108,9,Excellent,Glenwood Ave.,Dundee,Austin,1500,11,25,385.774863465,160.741383399,160.741383395834
474,472,SYR1498,2,17,0.0573141853043,9,Excellent,Glenwood Ave.,Austin,Sunhill Terr.,1600,11,25,302.618898407,126.096774014,126.096774022099
475,473,SYR1499,2,17,0.0673484727056,9,Excellent,Glenwood Ave.,Sunhill Terr.,Archer,1700,11,25,355.599935885,148.289239367,148.289239364315
476,474,SYR15,2,19,0.159657522816,9,Excellent,Ackerman Ave.,Euclid,Stratford,800,16,27,842.99172047,352.343565335,352.343565336915
477,475,SYR150,2,17,0.0758876911225,8,Good,"Avery Ave., N.",W. Genesee,Erie St.,600,7,36,400.687009127,167.390621559,167.390621559718
478,476,SYR1500,2,17,0.167552561547,9,Excellent,Glenwood Ave.,Archer,Bellevue,1800,11,25,884.677524969,368.841488514,368.841488510942
479,477,SYR1501,2,19,0.158460364019,8,Good,Goodrich Ave,Vincent,Thurber,100,19,25,836.670722022,349.605876751,349.605876738889
480,478,SYR1502,2,19,0.148117735128,9,Excellent,Goodrich Ave,Thurber,Holmes,200,19,25,782.061641474,326.785655528,326.78565553362
481,479,SYR1503,2,19,0.108638254448,7,Good,Goodrich Ave,Holmes,Thayer,300,19,25,573.609983486,239.677402248,239.677402248587
482,480,SYR1504,2,19,0.073593964796,4,Poor,Gordon Ave,Hubbell,Roberts,100,12,27,388.576134123,161.816148175,161.8161481702
483,481,SYR1505,2,19,0.103819581937,4,Poor,Gordon Ave,Roberts,Stinard,200,12,27,548.16739263,228.275208783,228.275208785028
484,482,SYR1506,2,19,0.0642302482624,4,Poor,Gordon Ave,Stinard,Geddes,300,11,27,339.135710825,141.227245831,141.22724583089
485,483,SYR1507,2,19,0.150705703592,8,Good,Gorland Ave,Salt Springs,dead end,100,17,29,795.726114967,332.631215688,332.631215693153
486,484,SYR1508,2,19,0.169771074329,6,Fair,Grace St,Congress/Oswego,Massena,100,10,34,896.391272459,374.023325891,374.023325898054
487,485,SYR1509,2,19,0.154752276351,7,Good,Grace St,Massena,Delaware,200,10,34,817.092019131,340.934246538,340.934246532284
488,486,SYR151,2,17,0.0772604881138,8,Good,"Avery Ave., N.",Erie St.,Herkimer,700,7,36,407.935377241,170.421585191,170.421585189978
489,487,SYR1510,2,16,0.232148097365,10,Excellent,Grand Ave,Geddes,Cadwell,100,8,27,1225.74195409,511.147921966,511.147921952265
490,488,SYR1511,2,16,0.0797286099503,10,Excellent,Grand Ave,Cadwell,Herriman,200,8,27,420.967060537,175.352748949,175.352748956942
491,489,SYR1512,2,16,0.0725716776721,10,Excellent,Grand Ave,Herriman,Lydell,300,8,27,383.178458109,159.611443433,159.611443435554
492,490,SYR1515,2,16,0.0595418071968,10,Excellent,Grand Ave,Holden,De Palma,600,8,27,314.380741999,130.952858914,130.952858913077
493,491,SYR1516,2,16,0.331993523991,10,Excellent,Grand Ave,De Palma,Velasko/Avery,700,8,27,1752.92580667,730.541613375,730.54161337728
494,492,SYR1517,2,19,0.0735315422372,5,Poor,Grandview Ave,Roberts,Hubbell,100,11,36,388.246543012,161.687228035,161.687228031132
495,493,SYR1518,2,19,0.044972572052,5,Poor,Granger St,Fabius,McCormick,100,8,18,237.455180435,99.2572911475,99.257291141132
496,494,SYR1519,2,19,0.0741407490104,7,Good,Granger St,McCormick,Gifford,200,8,18,391.463154775,163.462207942,163.462207928733
497,495,SYR152,2,17,0.0910852981596,8,Good,"Avery Ave., N.",Herkimer,Driscoll,800,7,36,480.930374282,200.919944629,200.919944631882
498,496,SYR1520,2,19,0.0622602100584,7,Good,Granger St,Gifford,Seymour,300,8,18,328.733909108,137.416493072,137.416493091409
499,497,SYR1522,2,19,0.065212140321,9,Excellent,Grant Ave,Stinard,Geddes,200,11,31,344.320100895,143.392317005,143.392317007459
500,498,SYR1523,2,19,0.0813434669912,9,Excellent,Grant Ave,Geddes,Arthur,300,11,31,429.493505713,178.863740175,178.863740168954
501,499,SYR1524,2,19,0.072191616729,9,Excellent,Grant Ave,Arthur,Duane,400,11,31,381.171736329,158.738655942,158.738655945238
502,500,SYR1526,2,16,0.315343384262,9,Excellent,Grant Blvd.,James,George,100200,4,35,1665.0130689,694.689040112,694.689040112299
503,1501,SYR2501,2,19,0.0619900663923,4,Poor,Niagara St.,Seymour,Shonnard,700,10,30,327.307550552,136.817612941,136.81761293288
504,1502,SYR2502,2,19,0.171906481481,7,Good,Nichols Ave,James,Northcliffe,100,5,25,907.666222217,379.575849371,379.575849384378
505,1503,SYR2503,2,19,0.15711205887,7,Good,Nichols Ave.,Northcliffe,Glencove,200,5,25,829.551670835,346.89701287,346.897012867788
506,2002,SYR2984,2,16,0.0595436675796,7,Good,Salt Springs Rd.,Fenway,Genesee Pk. Dr.,300,17,25,314.39056482,130.97835563,130.978355630578
507,2003,SYR2985,2,16,0.0607817694269,6,Fair,Salt Springs Rd.,Genesee Pk. Dr.,Beattie,400,17,25,320.927742574,133.703708431,133.703708436309
508,1002,SYR2009,2,19,0.144849815173,4,Poor,Lafayette Ave W,Cannon,Midland,200,14,30,764.807024114,318.461725272,318.461725273343
509,1504,SYR2504,2,19,0.156686994152,7,Good,Nichols Ave.,Glencove,Sunnycrest,300,5,25,827.307329123,345.945977583,345.945977583198
510,2004,SYR2986,2,16,0.110619853491,6,Fair,Salt Springs Rd.,Beattie,East Ave,500,17,25,584.072826434,243.334549209,243.334549207728
511,1003,SYR201,2,19,0.0790580862755,9,Excellent,Barrington Rd.,Salt Springs Rd,Beaumont Pl.,100,17,30,417.426695534,174.473665707,174.473665712388
512,2005,SYR2988,2,16,0.10720262497,7,Good,Salt Springs Rd.,Seeley Rd.,Gorland,700,17,34,566.02985984,235.820591498,235.820591499512
513,1004,SYR2010,2,19,0.20492725359,7,Good,Lafayette Ave W,Midland,Richardson,300,14,31,1082.01589896,450.544599486,450.544599486446
514,2006,SYR2989,2,16,0.0742535251532,7,Good,Salt Springs Rd.,Gorland,Ball Ave,800,17,34,392.058612809,163.33979472,163.339794717719
515,1005,SYR2011,2,19,0.0578180814783,7,Good,Lafayette Ave W,Richardson,Kirk Park Dr.,500,14,31,305.279470205,127.110660719,127.110660722399
516,2007,SYR299,2,19,0.197734810402,5,Poor,Berkeley Dr.,Terrace,Broad,300,16,32,1044.03979892,435.669014223,435.669014210935
517,1006,SYR2012,2,19,0.129794761182,6,Fair,Lafayette Ave W,Hunt,Bishop,700,13,22,685.316339043,285.401382706,285.401382711689
518,2008,SYR2990,2,16,0.131094237655,7,Good,Salt Springs Rd.,Ball Ave,Salisbury Pk.,900,17,36,692.177574816,288.376994385,288.376994388192
519,1007,SYR2013,2,19,0.159633038535,7,Good,Lafayette Ave W,Bishop,Valley Dr.,800,13,22,842.862443464,350.93948243,350.939482429181
520,1008,SYR2014,2,17,0.951677746743,10,Excellent,Lafayette Rd,E. Brighton,City Line,0,14,24,5024.8585028,2098.42112651,2098.42112651079
521,1009,SYR2016,2,19,0.0811268720566,6,Fair,LaForte Ave,Geddes,Arthur,300,11,27,428.349884459,178.384645179,178.384645178674
522,1010,SYR2017,2,19,0.07361232661,7,Good,LaForte Ave,Arthur,Duane,400,11,27,388.673084501,161.861015066,161.861015068175
523,1011,SYR2019,2,19,0.192621467624,5,Poor,Lakeview Ave,Liberty,Richmond,100,2,27,1017.04134905,423.970361391,423.970361394556
524,1012,SYR202,2,19,0.141073362855,8,Good,Barrington Rd.,Beaumont Pl.,Demong Dr.,200,17,30,744.867355874,310.718844498,310.718844506568
525,1013,SYR2020,2,19,0.102492395741,7,Good,Lakeview Ave,Richmond,Apple,200,2,27,541.159849514,225.730159859,225.730159861271
526,1014,SYR2021,2,19,0.0898121967062,9,Excellent,Lakeview Ave,Apple,Park,300,2,27,474.208398609,198.125195258,198.125195260861
527,1015,SYR2022,2,19,0.114988440126,7,Good,Lamson St.,James,Tyson,100,5,24,607.138963867,253.910461738,253.910461740108
528,1016,SYR2023,2,19,0.0619824451319,6,Fair,Lancaster Ave.,Clarendon,Euclid,700,16,30,327.267310296,136.790916675,136.790916665375
529,1017,SYR2024,2,19,0.160885511416,5,Poor,Lancaster Ave.,Euclid,Stratford,800,16,30,849.475500278,355.054327139,355.054327141384
530,1018,SYR2025,2,19,0.148397469628,5,Poor,Lancaster Ave.,Stratford,Kensington,900,16,30,783.538639635,327.482455306,327.482455308689
531,1019,SYR2026,2,19,0.133180908744,5,Poor,Lancaster Ave.,Kensington,Broad,1000,16,30,703.19519817,293.8928898,293.892889793253
532,1020,SYR2027,2,19,0.116724123213,5,Poor,Lancaster Ave.,Broad,Hertford,1100,19,36,616.303370563,257.570904856,257.570904850441
533,1021,SYR2028,2,19,0.052339066411,7,Good,Lancaster Ave.,Hertford,Andover,1200,19,36,276.35027065,115.492664221,115.492664230876
534,1022,SYR2029,2,19,0.207179617533,6,Fair,Lancaster Ave.,Andover,Meadowbrook,1300,19,36,1093.90838058,457.152917997,457.15291798914
535,1023,SYR203,2,19,0.140337054144,8,Good,Barrington Rd.,Demong Dr.,Wilson Pl.,300,17,30,740.979645882,309.608001664,309.608001652494
536,1024,SYR2030,2,19,0.199465726492,6,Fair,Lancaster Ave.,Meadowbrook,Colvin,1400,19,36,1053.17903588,440.111568031,440.111568035699
537,1025,SYR2031,2,19,0.0576265891406,7,Good,Lancaster Pl,Haffenden,Lancaster,100,19,27,304.268390662,126.705985094,126.705985093434
538,1026,SYR2032,2,19,0.0752375818945,5,Poor,Landon Ave,W. Kennedy,Kirk Ave,100,18,27,397.254432403,165.959245312,165.959245305693
539,1027,SYR2033,2,19,0.0652439100895,5,Poor,Landon Ave,Kirk Ave,McLennan,200,18,27,344.487845273,143.917619535,143.917619534547
540,1028,SYR2035,2,19,0.0626301754778,5,Poor,Landon Ave,Borden,Beard,400,19,27,330.687326523,138.148116874,138.148116883431
541,1029,SYR2039,2,19,0.0589192532376,6,Fair,Latter Dr,E. Warrington,E. Cheltenham,300,14,25,311.093657094,129.943445879,129.943445872137
542,1030,SYR2040,2,19,0.0563410523686,10,Excellent,Latter Dr,E. Cheltenham,Weymouth,400,14,25,297.480756506,124.252022615,124.252022626726
543,1031,SYR2042,2,19,0.0751374676751,7,Good,Laurel St.,N. State,Prospect,200,9,27,396.725829324,165.430859863,165.430859856926
544,1032,SYR2044,2,19,0.0710694893649,5,Poor,Laurel St.,Townsend,McBride,400,9,27,375.246903847,156.480114953,156.480114943181
