FID,OBJECTID,BPID,Road_Class,FC,Miles,Rating_202,Rating_Cat,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Feet,Shape__Len,Shape__Length
1,1,SYR10,2,19,0.0712272470225,10,Excellent,Academy Place,Brooklea Dr.,Norman Av.,300,13,28,376.079864279,157.082409567,157.082409560407
2,2,SYR100,2,19,0.0932664206168,5,Poor,Arlington Ave.,Charmouth,Glenwood,300,13,36,492.446700857,205.778286257,205.778286263431
3,3,SYR1000,2,19,0.0590437029188,7,Good,"Division St., E.",Carbon,Spring,800,3,33,311.750751411,130.258926145,130.25892614366
4,4,SYR1002,2,19,0.197650355137,6,Fair,Doll Pkwy,Carlton,Demong,100,17,22,1043.59387512,435.867094289,435.867094293646
5,5,SYR1004,2,19,0.0876816573455,5,Poor,Dorchester Ave,Wheaton,Gray,100,4,27,462.959150784,193.535873255,193.535873245309
6,6,SYR1005,2,19,0.13438244396,5,Poor,Dorchester Ave,Gray,Fordham,200,4,27,709.539304107,296.734476524,296.734476538684
7,7,SYR1006,2,19,0.155555291083,7,Good,Dorothy St,Sedgwick,Vine,100,6,27,821.331936918,342.581475974,342.581475970577
8,8,SYR1007,2,19,0.117607049006,7,Good,Dorothy St,Vine,Wilson,200,6,27,620.965218754,259.02141071,259.021410704463
9,9,SYR1008,2,19,0.167855477649,6,Fair,Dorset Rd,Berkely,Stratford,100,16,24,886.276921984,369.547804593,369.547804582997
10,10,SYR1009,2,17,0.167653667622,7,Good,Dorwin Ave,S. Salina,Ida Ave,100,14,27,885.211365042,368.37130792,368.371307919817
11,11,SYR101,2,19,0.257279724061,6,Fair,Armstrong Pl.,South,Mitchell,100200,13,27,1358.43694304,565.56556593,565.565565926896
12,12,SYR1010,2,17,0.169241772291,7,Good,Dorwin Ave.,Ida Ave,bridge,200,14,27,893.596557696,371.86007186,371.860071861464
13,13,SYR1011,2,17,0.240860929535,10,Excellent,Dorwin Ave.,bridge,Valley Dr.,300,13,27,1271.74570795,529.229812274,529.229812264438
14,14,SYR1012,2,19,0.111743837755,9,Excellent,Dougall Ave,Colvin,Elk,100,19,25,590.007463347,246.220796626,246.220796620338
15,15,SYR1013,2,19,0.0823841188822,4,Poor,Douglas St,Lodi,Rosewood,100,6,27,434.988147698,181.434137606,181.434137604833
16,16,SYR1014,2,19,0.0996507430051,4,Poor,Douglas St,Rosewood,Highland,200,6,27,526.155923067,219.455490995,219.455490989594
17,17,SYR1015,2,19,0.127644152174,6,Fair,Douglas St,Highland,Graves,300,6,27,673.961123477,281.113247404,281.113247398511
18,18,SYR1016,2,19,0.171369525001,4,Poor,Douglas St,Graves,Oak,400,4,27,904.831092008,377.411582389,377.411582386514
19,19,SYR1017,2,19,0.0527577210132,9,Excellent,Driscoll Ave,Avery,Hayden,100,7,25,278.56076695,116.132224803,116.132224803282
20,20,SYR1020,2,19,0.066398094021,9,Excellent,Duane St,Bellevue,Grant Av,100,11,28,350.581936431,146.524358906,146.524358890631
21,21,SYR1021,2,19,0.0629255092391,9,Excellent,Duane St,Grant Av,Laforte,200,11,0,332.246688782,138.859474364,138.859474372684
22,22,SYR1022,2,19,0.0614394069283,9,Excellent,Duane St,Laforte,Stolp,300,11,0,324.400068581,135.5775395,135.577539497258
23,23,SYR1023,2,19,0.0623438960037,6,Fair,Dudley St,Delaware,Fitch,100,10,34,329.175770899,137.487397095,137.487397094485
24,24,SYR1024,2,19,0.062373884411,6,Fair,Dudley St.,Fitch,Putnam,200,11,34,329.33410969,137.551380014,137.551380010456
25,25,SYR1025,2,19,0.0290892557673,6,Fair,Dudley St.,Putnam,Elliot,300,11,34,153.591270451,64.1586120612,64.1586120603913
26,26,SYR1026,2,19,0.0639712158245,7,Good,Dudley St.,Elliot,Onondaga,400,11,34,337.768019553,141.174514858,141.174514865869
27,27,SYR1027,2,19,0.0747803295298,4,Poor,Dudley St.,Onondaga,Bellevue,500,11,34,394.840139917,165.025432052,165.025432043182
28,28,SYR1028,2,19,0.127551838484,9,Excellent,Dundee Dr,Ethel,Glenwood,100,11,25,673.473707196,281.441154462,281.441154465235
29,29,SYR1029,2,17,0.223979355208,8,Good,Durston Ave,James,Chatham,100,4,25,1182.6109955,494.529617338,494.529617324842
30,30,SYR1030,2,17,0.0802705508539,7,Good,Durston Ave.,Chatham,Rugby Rd.,200,4,25,423.828508509,177.23820086,177.238200867578
31,31,SYR1031,2,17,0.0701204039546,8,Good,Durston Ave.,Rugby Rd.,Kline,300,4,25,370.23573288,154.829250557,154.829250554463
32,32,SYR1032,2,17,0.219972731302,8,Good,Durston Ave.,Kline,Mertens,400,4,25,1161.45602127,485.725547178,485.725547177608
33,33,SYR1033,2,17,0.0881143747712,6,Fair,Durston Ave.,Mertens,Grant Blvd.,500,4,25,465.243898792,194.573807122,194.573807125792
34,34,SYR1034,2,19,0.109142556081,4,Poor,East Ave,Salt Springs,Blossom Rd.,100,17,27,576.272696107,240.893700956,240.893700958452
35,35,SYR1035,2,19,0.129948410022,4,Poor,East Ave,Blossom,E. Genesee,200,17,27,686.127604916,286.766484239,286.766484243366
36,36,SYR1036,2,19,0.0653392440055,7,Good,Eastman Ave,May,South,100,13,25,344.991208349,143.650551588,143.650551585523
37,37,SYR1038,2,19,0.0641847806806,7,Good,Eastwood Rd.,North,Edtim Rd.,100,4,35,338.895641993,141.320435994,141.320435995889
38,38,SYR1040,2,19,0.218739190977,6,Fair,Edgehill Rd,Salt Springs,dead end,100,17,25,1154.94292836,482.797986655,482.797986649988
39,39,SYR1041,2,19,0.202287106401,5,Poor,Edgemont Dr,Kimber Rd.,Hadden Rd.,100,17,25,1068.0759218,444.897860987,444.897860989401
40,40,SYR1042,2,19,0.237907312891,5,Poor,Edgemont Dr,Hadden Rd.,Lockwood Rd.,200,17,25,1256.15061206,523.641872462,523.641872471358
41,41,SYR1043,2,19,0.0563499676925,6,Fair,Edgewood Ave,Elmwood,Fairfield,100,13,26,297.527829416,124.28451152,124.284511514572
42,42,SYR1044,2,19,0.0607677235484,6,Fair,Edgewood Ave,Fairfield,Hutchinson,200,13,26,320.853580335,134.066325818,134.066325823688
43,43,SYR1045,2,19,0.0897340728434,5,Poor,Edgewood Ave,Hutchinson,Lynch,300,13,26,473.795904613,197.968080814,197.96808081285
44,44,SYR1048,2,19,0.163450019733,9,Excellent,Edison St,Geddes,Liberty,200,2,0,863.016104189,359.544673046,359.54467304687
45,45,SYR105,2,19,0.146979762805,6,Fair,Arnold Ave.,Thurber,Holmes,100,19,26,776.053147612,324.275897938,324.275897937878
46,46,SYR1050,2,19,0.255389443271,5,Poor,Edna Rd,Gary,Hayes,100200,14,27,1348.45626047,561.151797054,561.151797060508
47,47,SYR1051,2,19,0.146634167635,7,Good,Edtim Rd,Village Dr.,Eastwood Rd.,100,4,32,774.228405112,322.970653341,322.970653341832
48,48,SYR1052,2,19,0.132487178344,7,Good,"Edwards Ave.,N.",James,Tyson,100,5,29,699.532301656,292.540062194,292.540062197383
49,49,SYR1053,2,19,0.197402886156,7,Good,"Edwards Ave.,N.",Tyson,Coughlin,200,4,29,1042.28723891,435.907635702,435.907635696564
50,50,SYR1054,2,19,0.173655116926,6,Fair,"Edwards Ave.,N.",Coughlin,City Line,300,4,29,916.899017371,383.483831664,383.483831662535
51,51,SYR1055,2,19,0.171135242894,7,Good,"Edwards Ave.,S.",James,Northcliffe,100,5,24,903.594082481,377.869092157,377.869092153454
52,52,SYR1056,2,19,0.157743278912,6,Fair,"Edwards Ave.,S.",Northcliffe,Glencove,200,5,24,832.884512657,348.288618445,348.288618446605
53,53,SYR1057,2,19,0.15588610902,6,Fair,"Edwards Ave.,S.",Glencove,Sunnycrest,300,5,24,823.078655628,344.175426715,344.175426708236
54,54,SYR1058,2,19,0.141321883135,6,Fair,"Edwards Ave.,S.",Sunnycrest,Caleb,400,5,24,746.179542952,312.00825252,312.008252519204
55,55,SYR1059,2,19,0.107579389592,7,Good,"Edwards Ave.,S.",Caleb,Burnet,500,5,31,568.019177044,237.504998661,237.504998660691
56,56,SYR106,2,19,0.109866277906,9,Excellent,Arnold Ave.,Holmes,Thayer,200,19,26,580.093947342,242.387311536,242.387311544486
57,57,SYR1060,2,19,0.12370817262,6,Fair,Eldorado St.,Teall,Hixson,100,5,27,653.179151432,272.160896892,272.16089689551
58,58,SYR1061,2,19,0.0695963538889,6,Fair,Eldorado St.,Hixson,dead end,200,5,27,367.468748533,153.113232618,153.1132326125
59,59,SYR1063,2,19,0.0554069733982,6,Fair,Elizabeth St,Garfield,dead end,200,19,27,292.548819543,121.828775136,121.828775137527
60,60,SYR1064,2,19,0.102348490103,5,Poor,Elk St,S. Salina,S. State,100,19,27,540.400027741,225.041624983,225.041624970451
61,61,SYR1065,2,19,0.124285403692,5,Poor,Elk St,S. State,Dougall,200,19,27,656.226931496,273.259708709,273.259708720384
62,62,SYR1066,2,19,0.0544728299635,7,Good,Ellen St,Kenwood,dead end,100,1,0,287.616542207,120.098444003,120.098443998049
63,63,SYR1067,2,19,0.0556379191537,6,Fair,Elliot St,Putnam,Dudley,100,11,28,293.768213132,122.347253287,122.347253292203
64,64,SYR1069,2,19,0.101147481584,7,Good,Elliot St,Bradley,Geddes,300,11,28,534.058702766,222.481020387,222.481020394408
65,65,SYR107,2,19,0.062623158416,9,Excellent,Arnold Ave.,Thayer,Pine Grove,300,19,26,330.650276436,138.147867103,138.147867097989
66,66,SYR1070,2,19,0.143208053062,9,Excellent,Elliot St,Geddes,Arthur,400,11,28,756.138520168,314.914348927,314.914348922256
67,67,SYR1071,2,19,0.0662340093979,7,Good,Ellis St,E. Fayette,Lexington,300,17,28,349.715569621,146.199847191,146.199847183067
68,68,SYR1072,2,19,0.149961761994,7,Good,Ellis St,Lexington,Genesee,400,17,28,791.798103327,331.002449379,331.002449379886
69,69,SYR1073,2,19,0.226438881723,5,Poor,Elm Street,Burnet,Hawley,300,6,30,1195.5972955,499.871418692,499.871418687898
70,70,SYR1074,2,19,0.175914652259,7,Good,Elm Street,Hawley,Lincoln Pk. Dr.,400,6,30,928.829363926,388.355651236,388.355651241619
71,71,SYR1075,2,19,0.163400210996,7,Good,Elm Street,Lincoln Pk. Dr.,Sedgwick,500,6,30,862.75311406,360.322793524,360.322793527465
72,72,SYR1076,2,19,0.11881388512,4,Poor,Elmhurst Ave E,Hatch,creek,100,19,27,627.337313432,261.210206877,261.210206871299
73,73,SYR1077,2,19,0.0863991199944,6,Fair,Elmhurst Ave W,creek,Randall,100,13,27,456.18735357,189.946171155,189.946171152299
74,74,SYR1078,2,19,0.0587675053458,6,Fair,Elmhurst Ave W,Randall,Bishop,200,13,27,310.292428226,129.198520464,129.198520467383
75,75,SYR1079,2,19,0.0689321446566,5,Poor,Elmhurst Ave W,Bishop,South Av,300,13,27,363.961723787,151.544783619,151.544783623479
76,76,SYR1080,2,19,0.21479260019,6,Fair,Elmwood Ave,Glenwood,Edgewood,100,13,24,1134.104929,472.536537641,472.536537626203
77,77,SYR1081,2,19,0.0889660880439,6,Fair,Eloise Ter,Onondaga Ave,dead end,100,12,18,469.740944872,195.805028359,195.805028370704
78,78,SYR1082,2,19,0.0811509069156,6,Fair,Elsner St,Schiller Park,Oak,100,4,28,428.476788514,178.547069245,178.547069239268
79,79,SYR1084,2,19,0.0560846313462,5,Poor,Elsner St,Helen,Dewitt,200,4,28,296.126853508,123.398667145,123.398667148667
80,80,SYR1089,2,19,0.0870531102726,9,Excellent,Emerson Ave.,Genesee,Erie St.,500,7,36,459.640422239,192.131087231,192.131087221444
81,81,SYR109,2,19,0.131680565511,6,Fair,Arnts Pl.,Grant Blvd.,Burdick,100,1,28,695.273385896,290.560399457,290.560399449551
82,82,SYR1092,2,19,0.308591078577,6,Fair,Emerson Ave.,Harbor,Milton,800,7,36,1629.36089489,680.170133926,680.170133927288
83,83,SYR1093,2,19,0.231809070806,7,Good,Emerson Ave.,Milton/Chemung,Erie Blvd.,900,7,36,1223.95189386,510.432557449,510.43255743734
84,84,SYR1094,2,19,0.0982644495271,5,Poor,Emerson Ave.,Erie Blvd,Kane Rd.,1000,7,30,518.836293503,216.772102053,216.772102055903
85,85,SYR1096,2,19,0.0698313975017,10,Excellent,Empire Ave,Atlantic,Ballantyne,100,13,25,368.709778809,154.022897816,154.022897820674
86,86,SYR1097,2,19,0.119788910783,10,Excellent,Empire Ave,Ballantyne,Pacific,200,13,25,632.485448933,264.205684506,264.205684505084
87,87,SYR1098,2,19,0.115361624692,6,Fair,Enfield Pl,Edgemont,Hillsboro,100,17,26,609.109378376,254.161299779,254.161299768828
88,88,SYR1099,2,19,0.189698641249,7,Good,Englert Ave,Cadillac,Court,100,1,23,1001.60882579,418.165305991,418.165306001956
89,89,SYR11,2,19,0.057933814687,10,Excellent,Academy Place,Norman Av.,Crafton,400,13,28,305.890541548,127.763888279,127.763888268018
90,90,SYR110,2,19,0.0967800070593,5,Poor,Arsenal Dr.,Monticello,dead end,100,14,18,510.998437273,212.697122252,212.697122250616
91,91,SYR1102,2,19,0.0756507259555,6,Fair,Englewood Ave,Ames,Barnes,400,13,27,399.435833045,166.350791832,166.350791834158
92,92,SYR1103,2,19,0.128950347081,6,Fair,Erickson St.,Glencove,Sunnycrest,100,5,22,680.857832586,284.708135662,284.708135663269
93,93,SYR1104,2,19,0.126993627673,6,Fair,Erickson St.,Sunnycrest,Burnet,200,5,26,670.526354114,280.370885435,280.370885441269
94,94,SYR1105,2,19,0.0717260801063,4,Poor,Erie Blvd. E,Salina,Warren,0,9,56,378.713702961,157.764134772,157.764134762075
95,95,SYR1107,20,14,0.0989304998182,7,Good,Erie Blvd. E.,Montgomery,State,300,9,55,522.35303904,217.602160233,217.602160232436
96,96,SYR1108,20,14,0.0916754065171,8,Good,Erie Blvd. E.,State,Townsend,400,9,0,484.04614641,201.643275873,201.643275874726
97,97,SYR1109,20,14,0.0866240734017,8,Good,Erie Blvd. E.,Townsend,McBride,500,9,0,457.375107561,190.532879485,190.532879485174
98,98,SYR1110,20,14,0.0879981567896,8,Good,Erie Blvd. E.,McBride,Almond,600,9,0,464.630267849,193.555518027,193.555518027532
99,99,SYR1111,20,14,0.111422715659,6,Fair,Erie Blvd. E.,Almond,Forman,700,6,56,588.311938681,245.078095239,245.078095240504
100,100,SYR1112,20,14,0.174838866818,6,Fair,Erie Blvd. E.,Forman,S. Crouse,800900,6,56,923.149216798,384.564597566,384.564597566203
101,101,SYR1113,20,14,0.112539348543,6,Fair,Erie Blvd. E.,S. Crouse,University Ave,1000,6,56,594.207760307,247.534525558,247.534525560247
102,102,SYR1114,20,14,0.11212361513,6,Fair,Erie Blvd. E.,University Ave,Walnut,1100,6,56,592.012687887,246.619961402,246.619961404264
103,103,SYR1115,20,14,0.115465225211,6,Fair,Erie Blvd. E.,Walnut,Pine,1200,6,56,609.656389114,253.970016496,253.970016486484
104,104,SYR1116,20,14,0.108228580869,6,Fair,Erie Blvd. E.,Pine,Beech,1300,6,56,571.44690699,238.067567049,238.067567048482
105,105,SYR1117,20,14,0.224313295773,8,Good,Erie Blvd. E.,Beech,Maple,1400,6,56,850.567093992,493.572937236,493.572937243679
106,106,SYR112,2,19,0.0633069931262,9,Excellent,Arthur St.,Rowland,Elliot,200,11,26,334.260923706,139.709810502,139.709810499754
107,107,SYR113,2,19,0.0705416334574,9,Excellent,Arthur St.,Elliot,Onondaga,300,11,26,372.459824655,155.673592717,155.673592708444
108,108,SYR1130,2,16,0.0986172873651,5,Poor,Erie Blvd. W.,Clinton,Franklin,200,9,56,520.699277288,216.913285038,216.913285046849
109,109,SYR1131,2,14,0.179169588901,6,Fair,Erie Blvd. W.,Franklin,West  St.,300,9,56,946.015429397,394.158249697,394.158249697881
110,110,SYR1133,2,14,0.145246971102,6,Fair,Erie Blvd. W.,Plum,Leavenworth,500,2,54,766.904007419,319.578580494,319.578580492806
111,111,SYR1134,2,14,0.161372888924,6,Fair,Erie Blvd. W.,Leavenworth,Van Rennselaer,600,2,52,852.048853521,355.054677267,355.054677269698
112,112,SYR1135,2,14,0.236788690671,5,Poor,Erie Blvd. W.,Van Rennselaer,Geddes,700,2,36,1250.24428674,520.884876731,520.884876734324
113,113,SYR1137,2,14,0.19496466664,6,Fair,Erie Blvd. W.,Wall,Liberty,900,2,56,416.569096446,428.810511762,428.810511754371
114,114,SYR1138,2,16,0.275407665401,6,Fair,Erie Blvd. W.,Genesee,Hiawatha Blvd.,1400-1500,2,36,1454.15247332,607.227537068,607.22753706536
115,115,SYR114,2,19,0.0747654573043,9,Excellent,Arthur St.,Onondaga,Bellevue,400,11,26,394.761614566,164.991874527,164.991874533554
116,116,SYR1140,2,16,0.598205728436,6,Fair,Erie Blvd. W.,Harbor/Fayette,Emerson,1700-1900,2,40,3158.52624614,1317.29038331,1317.29038331349
117,117,SYR1142,2,19,0.121459979901,9,Excellent,Erie St,Emerson,Milton,100,7,27,641.30869388,267.359315408,267.359315404149
118,118,SYR1143,2,19,0.113521561757,9,Excellent,Erie St,Milton,Willis,200,7,27,599.393846075,249.887965797,249.88796579742
119,119,SYR1144,2,19,0.113497190795,9,Excellent,Erie St,Willis,Avery,300,7,27,599.265167399,249.835109461,249.835109458324
120,120,SYR1145,2,19,0.0665494878893,9,Excellent,Erie St,Avery,dead end,400,7,27,351.381296056,146.484275436,146.484275445752
121,121,SYR1146,2,19,0.113761015033,9,Excellent,Essex St.,Milton,Willis,100,7,30,600.658159373,250.433829781,250.433829791538
122,122,SYR1147,2,19,0.113445105168,9,Excellent,Essex St.,Willis,Avery,200,7,30,598.990155289,249.743388292,249.743388290731
123,123,SYR1148,2,19,0.166141505062,9,Excellent,Essex St.,Avery,City Line,300,7,30,877.227146727,365.683541821,365.683541824394
124,124,SYR115,2,19,0.0673858796373,9,Excellent,Arthur St.,Bellevue,Grant,500,11,26,355.797444485,148.704060985,148.70406099076
125,125,SYR1153,2,17,0.0637505165448,9,Excellent,Euclid Ave.,Ostrom,Livingston,300,16,39,336.602727357,140.190874704,140.190874708313
126,126,SYR1155,2,17,0.0639850570402,9,Excellent,Euclid Ave.,Sumner,Ackerman,500,16,39,337.841101172,140.708251919,140.708251913891
127,127,SYR1156,2,17,0.0621879641653,9,Excellent,Euclid Ave.,Ackerman,Lancaster,600,16,39,328.352450793,136.7562827,136.756282701866
128,128,SYR1157,2,17,0.146103035855,9,Excellent,Euclid Ave.,Lancaster,Maryland,700,16,39,771.424029314,321.291035282,321.291035282139
129,129,SYR1158,2,17,0.0688101042086,9,Excellent,Euclid Ave.,Maryland,Wescott,800,16,39,363.317350221,151.319062146,151.319062142487
130,130,SYR1018,2,19,0.056566510532,9,Excellent,Driscoll Ave,Hayden,Myrtle,200,7,0,298.671175609,124.519040679,124.519040676171
131,131,SYR103,2,19,0.0695036975256,7,Good,Arnett St.,North,Marlboro,100,4,30,366.979522935,152.931838873,152.931838878552
132,132,SYR1039,2,19,0.0661795883557,8,Good,Eastwood Rd.,Edtim Rd,Grant Blvd.,200,4,35,349.428226518,145.998882616,145.998882599907
133,133,SYR104,2,19,0.0402844028869,6,Fair,Arnett St.,Marlboro,Fobes,200,4,30,212.701647243,88.6391482135,88.6391482154376
134,134,SYR1062,2,19,0.0944303659855,4,Poor,Elizabeth St,S. State,Garfield,100,19,27,498.592332403,207.63265071,207.632650710798
135,135,SYR1068,2,19,0.118125756266,5,Poor,Elliot St,Dudley,Bradley,200,11,28,623.703993085,259.755575387,259.755575382055
136,136,SYR1083,2,19,0.0557869722985,7,Good,Elsner St,Oak,Helen,200,4,28,294.555213736,122.742040864,122.742040867984
137,137,SYR1085,2,19,0.0944019214103,9,Excellent,Emerson Ave,Tompkins,Ulster,100,8,36,498.442145046,208.219953866,208.219953866717
138,138,SYR1086,2,19,0.0942839441414,9,Excellent,Emerson Ave.,Ulster,Schuyler,200,7,36,497.819225067,207.973974618,207.97397461761
139,139,SYR1087,2,19,0.0754356434662,9,Excellent,Emerson Ave.,Schuyler,Hamilton,300,7,36,398.300197502,166.395020512,166.395020511661
140,140,SYR1088,2,19,0.117324896938,9,Excellent,Emerson Ave.,Hamilton,Genesee,400,7,36,619.475455835,258.851635172,258.851635185919
141,141,SYR1100,2,19,0.0443696332365,6,Fair,Englewood Ave,Valley Dr.,Smith,100,13,27,234.271663489,97.5693781425,97.5693781363088
142,142,SYR1101,2,19,0.0644055431953,7,Good,Englewood Ave,Smith,Mains,200,13,27,340.061268071,141.618736445,141.618736443381
143,143,SYR1106,2,19,0.0723928319506,5,Poor,Erie Blvd. E.,Warren,Montgomery,closed,9,56,382.234152699,159.23108002,159.231080020014
144,144,SYR1132,2,14,0.082941582749,7,Good,Erie Blvd. W.,West  St.,Plum,400,2,56,437.931556915,182.492032079,182.492032075267
145,145,SYR1139,2,16,0.0746626310767,7,Good,Erie Blvd. W.,Hiawatha Blvd.,Harbor/Fayette,1600,2,48,394.218692085,164.499163023,164.499163026866
146,146,SYR1141,2,16,0.0973067723914,4,Poor,Erie Blvd. W.,Emerson,Willis,2000,7,40,284.17126054,214.413657018,214.413657018664
147,147,SYR1149,2,19,0.108917726315,9,Excellent,Ethel Ave,Velasko Rd.,Dundee,100,11,20,336.453007763,239.481190407,239.481190408395
148,148,SYR1152,2,17,0.0823066350718,9,Excellent,Euclid Ave.,Comstock,Ostrom,200,16,39,434.579033179,180.996584053,180.996584046735
149,149,SYR1154,2,17,0.0641352250041,9,Excellent,Euclid Ave.,Livingston,Sumner,400,16,39,338.633988021,141.037524567,141.037524571221
150,150,SYR1159,2,17,0.103684487634,7,Good,Euclid Ave.,Wescott,Strong,900,17,42,547.454094709,228.010375386,228.010375391959
151,151,SYR116,2,19,0.0618249001677,9,Excellent,Arthur St.,Grant,Laforte,600,11,26,326.435472885,136.429682243,136.42968223171
152,152,SYR1160,2,17,0.0889085074346,7,Good,Euclid Ave.,Strong,Fellows,1000,17,42,469.436919255,195.517778259,195.517778250869
153,153,SYR1161,2,17,0.0603666006708,7,Good,Euclid Ave.,Fellows,Westmoreland,1100,17,42,318.735651542,132.751435509,132.75143550795
154,154,SYR1162,2,17,0.059461296612,7,Good,Euclid Ave.,Westmoreland,Cumberland,1200,17,36,313.955646112,130.760802696,130.76080270264
155,155,SYR1163,2,17,0.0906742088044,7,Good,Euclid Ave.,Cumberland,Houston,1300,17,36,478.759822487,199.422371253,199.422371249787
156,156,SYR1165,2,18,0.0663399273309,7,Good,Euclid Ave.,Meadowbrook,Crawford,1500,17,34,350.274816307,146.146686209,146.146686217125
157,157,SYR1166,2,18,0.148308192702,7,Good,Euclid Ave.,Crawford,Scott,1600,17,0,783.067257466,326.457195406,326.457195400211
158,158,SYR1168,2,18,0.0901787100104,7,Good,Euclid Ave.,Standish,Shirley,1800,17,34,476.143588855,198.72985927,198.729859273448
159,159,SYR1170,2,18,0.0875842848489,7,Good,Euclid Ave.,Bradford,Brookford,2000,17,34,462.445024002,192.89008802,192.890088024942
160,160,SYR1171,2,18,0.154479991466,6,Fair,Euclid Ave.,Brookford,Locksley,2100,17,34,815.65435494,339.823074046,339.823074049962
161,161,SYR1172,2,18,0.083754226287,6,Fair,Euclid Ave.,Locksley,Guilford,2200,17,34,442.222314796,184.252973662,184.252973664039
162,162,SYR1173,2,18,0.158854260766,7,Good,Euclid Ave.,Guilford,Kimber,2300,17,34,838.750496845,349.608681828,349.608681823338
163,163,SYR1174,2,19,0.108724051083,4,Poor,Euclid Ter,Euclid,dead end,100,17,18,574.062989719,239.713555746,239.713555754983
164,164,SYR1175,2,19,0.0763628311212,6,Fair,Eureka St,W. Genesee,Belden,100,2,25,403.19574832,168.497144326,168.497144321329
165,165,SYR1176,2,19,0.0779112416622,5,Poor,Eureka St.,Belden,dead end,100,2,25,411.371355976,171.913704233,171.913704227295
166,166,SYR1177,2,19,0.119275270607,10,Excellent,Evaleen Ave,Ballantyne,Pacific,200,13,24,629.773428803,263.075508701,263.075508682999
167,167,SYR118,2,19,0.0731761691677,5,Poor,Ash St.,N. State/Rte.81,Prospect,100,3,30,386.370173206,161.1136626,161.113662590534
168,168,SYR1180,2,19,0.0679589718468,5,Poor,Fabius St,Granger,West,100,8,26,358.823371351,149.474908853,149.474908853087
169,1001,SYR2008,2,19,0.182468356579,6,Fair,Lafayette Ave W,S. Salina,Cannon,100,14,30,963.432922736,401.168805094,401.168805093388
170,169,SYR1181,2,19,0.0457850762498,0,Not Rated,Fabius St,#135 (Granger),creek,100,9,0,241.745202599,100.702900465,100.702900463863
171,170,SYR1183,2,19,0.079234374037,4,Poor,Fabius St,Wyoming,Niagara,300,8,0,418.357494915,174.322006774,174.32200676236
172,171,SYR1184,2,19,0.0886346804291,5,Poor,Fabius St,Niagara,Tioga,400,8,0,467.991112666,194.98681659,194.986816602497
173,172,SYR1185,2,19,0.0904511763327,9,Excellent,Fabius St,Tioga,Oswego,500,8,0,477.582211037,198.930255298,198.930255298144
174,173,SYR1186,2,19,0.175328431142,4,Poor,Fage Ave,Cannon,Midland,100,19,25,925.734116428,385.561443301,385.561443300147
175,174,SYR1188,2,19,0.149868830239,5,Poor,Fairfield Ave,South,Edgewood,100,13,23,791.307423662,329.463762628,329.463762625649
176,175,SYR1189,2,19,0.0532612498368,6,Fair,Fairfield Ave,Edgewood,Fletcher,200,13,23,281.219399138,117.107417346,117.107417353747
177,176,SYR119,2,19,0.0724672242064,4,Poor,Ash St.,Prospect,Townsend,200,3,30,382.62694381,159.565145496,159.56514550734
178,177,SYR1190,2,19,0.175094233111,6,Fair,Fairview Ave.,Burnet,Hawley,100,6,32,924.497550828,386.530778233,386.530778220721
179,178,SYR1191,2,19,0.0561408763781,7,Good,Farmer St,Oak,Helen,100,4,24,296.423827276,123.51240232,123.51240231826
180,179,SYR1192,2,19,0.0560926443842,7,Good,Farmer St,Helen,Dewitt,200,4,24,296.169162349,123.407204093,123.40720409106
181,180,SYR1193,2,19,0.183908464862,5,Poor,Farmer St,Dewitt,Sedgwick,300,4,24,971.036694471,404.609208536,404.60920853553
182,181,SYR1194,2,19,0.0618983366797,6,Fair,"Farmer St.,W.",Oak,Whitwell,100,4,24,326.823217669,136.179402185,136.179402192579
183,182,SYR1196,2,19,0.177760359897,7,Good,Fayette Blvd,Seeley Rd,Ball,100,17,25,938.574700256,390.988223853,390.988223853493
184,183,SYR1197,2,19,0.129559875511,7,Good,Fayette Blvd,Ball,Salisbury Pk.,200,17,25,684.076142699,284.97090605,284.970906049991
185,184,SYR12,2,19,0.059462791308,10,Excellent,Academy St.,Valley Dr.,McDougal Pl.,100,13,25,313.963538106,130.695621807,130.695621810683
186,185,SYR1200,2,19,0.0694685174996,6,Fair,Fayette Blvd,Audubon,Foxboro,500,17,21,366.793772398,152.798840628,152.798840624149
187,186,SYR1202,2,16,0.0749715289533,9,Excellent,"Fayette St., E.",S. Warren,Montgomery,200,9,36,395.849672874,164.896679873,164.896679878022
188,187,SYR1203,2,16,0.0941679378411,8,Good,"Fayette St., E.",Montgomery,State,300,15,36,497.206711801,207.118577516,207.118577515821
189,188,SYR1204,2,16,0.0915138987918,9,Excellent,"Fayette St., E.",State,Townsend,400,15,34,483.193385621,201.280830376,201.280830376275
190,189,SYR1205,2,16,0.0868714013725,7,Good,"Fayette St., E.",Townsend,McBride,500,15,36,458.680999247,191.070028158,191.070028153145
191,190,SYR1206,2,16,0.0876789259064,7,Good,"Fayette St., E.",McBride,Almond,600,15,36,462.944728786,192.846116182,192.84611618711
192,191,SYR1207,2,17,0.112886421365,5,Poor,"Fayette St., E.",Almond,Forman,700,15,36,596.040304807,248.288872583,248.288872583153
193,192,SYR1208,2,17,0.112073734198,5,Poor,"Fayette St., E.",Forman,Irving,800,15,36,591.749316567,246.501236909,246.501236907099
